Epoch,Loss,Accuracy
1,0.6707336163555361,0.770201159222639
2,0.46025094633653346,0.8271394476645073
3,0.4415314590061154,0.8394135697238323
4,0.43631771009223597,0.8407773610637572
5,0.43286738371202815,0.8400954653937948
6,0.4319686619911001,0.8407773610637572
7,0.4299182581349806,0.8397545175588135
8,0.4280338593550024,0.8435049437436072
9,0.42910287761663846,0.840436413228776
10,0.4307262273933999,0.847255369928401
11,0.4299985813177002,0.8424821002386634
12,0.42620491756693396,0.8387316740538697
13,0.4286578666841744,0.8428230480736447
14,0.427013960872398,0.8441868394135698
15,0.4280934516464967,0.8438458915785885
16,0.4294514811810194,0.840436413228776
17,0.42670879997198713,0.841800204568701
18,0.4272354338781707,0.8455506307534947
19,0.42383810950197376,0.8424821002386634
20,0.42653147344332365,0.8435049437436072
21,0.42538686044973967,0.8475963177633822
22,0.4268943172861418,0.8452096829185135
23,0.42569727650527617,0.8421411524036823
24,0.4264177788052793,0.8414592567337198
25,0.42648433168293914,0.8414592567337198
26,0.4233801578051842,0.8421411524036823
27,0.4239717297563364,0.8452096829185135
28,0.4232493642612179,0.8445277872485509
29,0.4231188362861224,0.8441868394135698
30,0.42942319222574465,0.8411183088987385
31,0.42584412064983745,0.8397545175588135
32,0.42642212424654624,0.8424821002386634
33,0.4243139092208093,0.8428230480736447
34,0.42405708547728566,0.8452096829185135
35,0.4262379816788234,0.8435049437436072
36,0.42575376915456165,0.841800204568701
37,0.4244629925080698,0.8438458915785885
38,0.4273393910557306,0.8397545175588135
39,0.424183284681566,0.841800204568701
40,0.4255606226687835,0.843163995908626
41,0.42200675423828926,0.8462325264234573
42,0.4248917306212285,0.843163995908626
43,0.42423714862477846,0.8421411524036823
44,0.4213472445070886,0.8448687350835322
45,0.4241611636880413,0.8400954653937948
46,0.428300241381184,0.8397545175588135
47,0.42294665707476586,0.8448687350835322
48,0.42641675256210465,0.8424821002386634
49,0.425150221219414,0.8465734742584384
50,0.4231917013233528,0.8445277872485509
1,0.7068096195273622,0.7756563245823389
2,0.45937471245178946,0.8291851346743948
3,0.4480724106550704,0.836345039209001
4,0.44347542812657204,0.839072621888851
5,0.4395269313188917,0.8475963177633822
6,0.44056182681874045,0.845891578588476
7,0.43932478994568014,0.8397545175588135
8,0.4386051412845812,0.8394135697238323
9,0.4404851010649065,0.837708830548926
10,0.4354813618034866,0.8424821002386634
11,0.43720503603836963,0.8428230480736447
12,0.43502955016242817,0.8380497783839073
13,0.4379000474533407,0.8394135697238323
14,0.4302514648135463,0.843163995908626
15,0.4315716228995598,0.8441868394135698
16,0.43613209908442657,0.8441868394135698
17,0.4370197326153202,0.837708830548926
18,0.43417918564230357,0.8438458915785885
19,0.4342843798613776,0.8421411524036823
20,0.43200229643058174,0.8441868394135698
21,0.43285391084974306,0.8424821002386634
22,0.42695228011940184,0.8448687350835322
23,0.43061663021396707,0.8411183088987385
24,0.4315819887859074,0.8407773610637572
25,0.43144712280107367,0.843163995908626
26,0.43197489278870477,0.847255369928401
27,0.43269814363151454,0.8400954653937948
28,0.43263310621160106,0.8421411524036823
29,0.43120894974914936,0.8394135697238323
30,0.4331612894587801,0.841800204568701
31,0.43036282932188297,0.8438458915785885
32,0.4283570832729421,0.8421411524036823
33,0.4352337015628246,0.8394135697238323
34,0.4274830706481067,0.843163995908626
35,0.4357010513859075,0.8435049437436072
36,0.4333763318885711,0.8421411524036823
37,0.4335657158898913,0.8407773610637572
38,0.4294475545777097,0.8441868394135698
39,0.4290819771199189,0.8482782134333448
40,0.4322808945225726,0.8438458915785885
41,0.4299125258874007,0.8448687350835322
42,0.43275217937627547,0.8387316740538697
43,0.4331148592288426,0.8383907262188885
44,0.4302187502584866,0.8455506307534947
45,0.43009063240840517,0.841800204568701
46,0.42996233179428617,0.8421411524036823
47,0.4333520973989714,0.8428230480736447
48,0.43337834227361494,0.841800204568701
49,0.4349693915658423,0.839072621888851
50,0.4296159851969691,0.8421411524036823
1,1.0285451633863956,0.5386975792703717
2,0.4949661689968268,0.8152062734401636
3,0.48061387310489795,0.8281622911694511
4,0.47506678653350676,0.8264575519945448
5,0.47328924104200465,0.8267984998295261
6,0.4734435705077494,0.8336174565291511
7,0.47003820648260014,0.8298670303443573
8,0.46243299436404606,0.8342993521991136
9,0.4651677422161969,0.8366859870439822
10,0.46843034285319124,0.8298670303443573
11,0.4654641261370646,0.8325946130242073
12,0.46612537827531997,0.8332765086941698
13,0.46524339722786345,0.8288441868394135
14,0.46552824877212673,0.8339584043641323
15,0.46812495798573656,0.8312308216842823
16,0.466331341005087,0.8295260825093761
17,0.4627598730032451,0.8387316740538697
18,0.46349461806224873,0.8329355608591885
19,0.46385936039200504,0.8298670303443573
20,0.46252694060950406,0.8360040913740198
21,0.46735499163170624,0.8271394476645073
22,0.4670490416657831,0.8336174565291511
23,0.4618486526463164,0.8346403000340947
24,0.46877220060525193,0.8366859870439822
25,0.46003836817833654,0.840436413228776
26,0.4603215301510339,0.8387316740538697
27,0.46241411271127514,0.8397545175588135
28,0.46121051474933206,0.8315717695192636
29,0.4642413144393297,0.8360040913740198
30,0.46104299849895664,0.832253665189226
31,0.46409729446998604,0.8325946130242073
32,0.4560665423923737,0.839072621888851
33,0.45841227975053833,0.8339584043641323
34,0.45975729745888605,0.8315717695192636
35,0.4616694265218916,0.8353221957040573
36,0.4610605268928731,0.8435049437436072
37,0.45112585764349095,0.8394135697238323
38,0.45984670318005194,0.8360040913740198
39,0.45411526269263225,0.8380497783839073
40,0.4593288848602727,0.840436413228776
41,0.45558720855807594,0.8329355608591885
42,0.45592850759915027,0.8414592567337198
43,0.4521812878090582,0.8407773610637572
44,0.4585443276656678,0.8342993521991136
45,0.45299122196505026,0.8411183088987385
46,0.4539677678542945,0.8394135697238323
47,0.454945094708164,0.8387316740538697
48,0.45376276592935183,0.8387316740538697
49,0.45332428933134916,0.834981247869076
50,0.45231797301013277,0.8397545175588135
1,1.3893354238603777,0.25196045005114215
2,1.3889456382596042,0.24173201500170474
3,1.3893331284414083,0.23661779747698602
4,1.3883854546646108,0.25196045005114215
5,1.3879367857714215,0.25605182407091714
6,1.388100216017215,0.2563927719058984
7,1.388573475149033,0.2386634844868735
8,1.388231372451197,0.2550289805659734
9,1.3882179785782756,0.24991476304125468
10,1.3881477469516783,0.25468803273099216
11,1.3879926978139556,0.25025571087623594
12,1.3877312906602117,0.25434708489601093
13,1.3878278183603792,0.24173201500170474
14,1.387208564347307,0.25230139788612344
15,1.388123629567081,0.26252983293556087
16,1.3869785594728836,0.25877940675076716
17,1.3880335459967665,0.2478690760313672
18,1.3878707502874301,0.2516195022161609
19,1.387069493074934,0.25877940675076716
20,1.387793240513039,0.24821002386634844
21,1.3870662592638485,0.2557108762359359
22,1.3877530436527188,0.24139106716672348
23,1.3880389311839565,0.24309580634162972
24,1.3870859163188707,0.2649164677804296
25,1.3877122935442399,0.2550289805659734
26,1.3878248502400967,0.2485509717013297
27,1.3878320716080144,0.24616433685646097
28,1.3874216756030557,0.2458233890214797
29,1.3873494868793872,0.24139106716672348
30,1.3874772416825918,0.2608250937606546
31,1.387707859795938,0.24991476304125468
32,1.3873474543467748,0.25093760654619846
33,1.3875042887381064,0.24991476304125468
34,1.3878311012289526,0.24241391067166723
35,1.3872926660336775,0.25400613706102965
36,1.3876394627649469,0.2553699284009546
37,1.3868596892368252,0.2655983634503921
38,1.3878441830360966,0.24684623252642346
39,1.3874693686670303,0.25605182407091714
40,1.3874278080735725,0.25434708489601093
41,1.3868132859336366,0.2655983634503921
42,1.3877389594389236,0.25400613706102965
43,1.3857571335323347,0.2628707807705421
44,1.3874273455431547,0.25230139788612344
45,1.3869286168771842,0.2536651892260484
46,1.387621559789471,0.25230139788612344
47,1.3877484561476008,0.24752812819638595
48,1.3868047092052762,0.2608250937606546
49,1.387897669313875,0.2465052846914422
50,1.3866330086067191,0.25230139788612344
1,0.8206891005016048,0.7773610637572451
2,0.4688967525085166,0.8247528128196386
3,0.4419196469717533,0.840436413228776
4,0.43396702091766226,0.8455506307534947
5,0.4347063338989249,0.8462325264234573
6,0.4281638303115593,0.8438458915785885
7,0.43190237274187043,0.8452096829185135
8,0.42907591919077165,0.8448687350835322
9,0.4278564069164803,0.8424821002386634
10,0.4288298996705835,0.8435049437436072
